Rank,Name,Count,White,Black,API,AIAN,2+ Races,Hispanic
6457,Leathers,5259,78.30%,16.43%,0.59%,0.91%,1.83%,1.94%
6500,Lechuga,5221,4.41%,0.10%,0.25%,0.52%,0.27%,94.46%
6535,Lander,5186,85.35%,7.77%,0.89%,0.73%,1.18%,4.09%
6542,Leffler,5176,95.32%,0.31%,0.46%,0.33%,1.68%,1.89%
6579,Lemos,5147,38.33%,0.89%,1.17%,0.56%,0.82%,58.23%
6579,Levinson,5147,94.79%,0.87%,0.76%,0.23%,0.74%,2.60%
6598,LaLonde,5134,93.69%,0.29%,0.84%,1.27%,1.91%,2.01%
6626,Littrell,5111,94.50%,0.59%,0.47%,0.80%,1.98%,1.66%
6630,Loggins,5109,64.14%,30.63%,0.33%,0.55%,2.56%,1.78%
6640,Leech,5099,91.80%,4.10%,0.61%,0.27%,1.27%,1.94%
6653,Lewin,5088,78.34%,14.45%,0.83%,0.16%,1.55%,4.68%
6664,Lattimore,5068,26.85%,67.32%,0.14%,0.49%,3.12%,2.07%
6674,Lammers,5061,94.72%,0.53%,0.93%,0.63%,1.56%,1.62%
6684,Leak,5053,34.71%,57.35%,2.45%,0.53%,2.69%,2.26%
6704,Ley,5037,77.19%,1.09%,7.05%,0.22%,1.03%,13.42%
6769,Langan,4982,91.13%,0.64%,2.01%,1.02%,2.21%,2.99%
6793,Lavallée,4965,94.92%,0.32%,0.50%,0.50%,1.67%,2.07%
6801,LeBeau,4958,81.65%,5.26%,0.34%,7.95%,2.36%,2.44%
6833,Livengood,4935,96.43%,(S),(S),0.36%,1.36%,1.44%
6874,Liddell,4892,51.66%,42.89%,0.41%,0.63%,2.64%,1.78%
6877,Liston,4888,87.21%,6.30%,1.06%,1.27%,1.78%,2.37%
6921,Leland,4848,87.19%,8.23%,0.76%,0.41%,1.40%,2.00%
6924,Loudermilk,4845,87.16%,6.30%,0.64%,1.42%,2.58%,1.90%
6943,Lobo,4830,20.43%,4.91%,20.50%,1.14%,3.02%,50.00%
6961,Letourneau,4818,95.83%,0.44%,0.44%,0.17%,1.12%,2.01%
6999,Lussier,4786,88.47%,0.42%,0.56%,6.69%,2.01%,1.86%
7021,Leininger,4765,95.55%,0.25%,0.34%,0.42%,1.07%,2.37%
7038,Lindeman,4757,94.51%,0.19%,0.65%,0.23%,1.81%,2.61%
7057,Lozoya,4743,3.06%,0.19%,0.25%,(S),(S),96.25%
7075,LePore,4731,95.20%,0.40%,0.34%,0.15%,0.91%,3.00%
7086,Ledet,4725,67.09%,27.34%,0.15%,1.27%,1.78%,2.37%
7088,Laureano,4724,8.43%,0.99%,3.03%,0.19%,0.89%,86.47%
7093,Landin,4722,29.03%,0.70%,0.32%,0.36%,0.66%,68.93%
7109,LaBonte,4706,92.22%,2.36%,0.74%,0.79%,1.49%,2.40%
7135,Lewallen,4686,92.85%,0.83%,0.53%,1.05%,1.69%,3.05%
7162,Lemley,4670,94.30%,1.01%,0.71%,0.56%,1.52%,1.91%
7167,Lomas,4667,35.23%,6.73%,0.54%,0.66%,1.01%,55.84%
7183,Lower,4653,94.82%,0.82%,0.39%,0.60%,1.65%,1.72%
7189,Lunn,4650,78.11%,10.17%,1.91%,0.32%,1.89%,7.59%
7210,Luker,4629,92.85%,1.94%,0.52%,0.52%,2.07%,2.10%
7247,Lubin,4601,45.29%,48.55%,(S),(S),1.96%,3.41%
7257,Lohman,4592,93.75%,1.00%,0.81%,0.61%,1.15%,2.68%
7298,Landreth,4568,92.29%,0.90%,0.44%,1.09%,2.28%,3.00%
7301,LaRocca,4567,93.61%,0.33%,0.55%,0.11%,0.92%,4.49%
7308,Levan,4564,89.50%,2.45%,4.43%,0.33%,1.25%,2.04%
7308,Litton,4564,93.51%,1.80%,0.79%,0.33%,1.47%,2.10%
7328,Lykins,4552,95.83%,0.26%,0.46%,0.33%,1.01%,2.11%
7348,Liggett,4535,90.69%,4.61%,0.40%,0.79%,1.46%,2.05%
7359,Leverett,4527,59.29%,34.44%,0.49%,0.46%,2.41%,2.92%
7363,Lacombe,4524,88.55%,4.89%,0.49%,0.51%,1.64%,3.93%
7373,LeDuc,4518,91.26%,0.46%,1.57%,0.27%,1.79%,4.65%
7394,Lodge,4501,76.49%,17.49%,1.04%,1.07%,1.96%,1.96%
7406,LaPierre,4494,88.32%,5.30%,0.65%,0.42%,2.05%,3.27%
7467,Lambright,4463,86.40%,10.11%,0.16%,0.63%,1.23%,1.48%
7486,Looper,4451,81.33%,11.12%,0.49%,1.73%,2.65%,2.67%
7488,Leatherwood,4449,76.76%,17.78%,0.27%,0.72%,2.32%,2.16%
7502,Lindemann,4438,95.47%,0.18%,0.43%,0.43%,0.92%,2.57%
7536,Leopold,4411,87.08%,6.82%,1.45%,0.70%,0.88%,3.06%
7541,Lazarus,4410,83.22%,6.69%,3.92%,0.23%,2.36%,3.58%
7550,Landes,4404,94.48%,0.50%,0.73%,0.34%,0.98%,2.97%
7550,Levasseur,4404,91.62%,4.77%,0.30%,0.25%,1.34%,1.73%
7571,Lasher,4389,94.46%,0.82%,1.32%,0.21%,1.30%,1.89%
7652,Lent,4341,93.16%,0.88%,0.88%,1.13%,1.41%,2.56%
7692,Lingle,4316,93.95%,0.37%,0.81%,0.93%,1.62%,2.32%
7710,Lasley,4306,75.03%,15.10%,0.35%,5.11%,2.30%,2.11%
7714,Lail,4304,91.96%,2.21%,2.51%,0.42%,1.79%,1.12%
7732,Labbé,4294,85.03%,8.90%,0.47%,0.33%,1.84%,3.45%
7737,Litchfield,4290,95.66%,0.86%,0.33%,0.33%,1.17%,1.66%
7739,Lillie,4289,83.77%,9.93%,1.03%,1.21%,2.08%,1.98%
7750,Laskowski,4284,95.92%,0.14%,0.56%,0.23%,0.72%,2.43%
7816,Londoño,4235,6.78%,0.26%,0.24%,(S),(S),92.61%
7843,Look,4222,72.45%,5.31%,12.98%,0.99%,3.20%,5.07%
7859,Leasure,4210,93.40%,1.85%,0.45%,0.55%,1.50%,2.26%
7888,Llanes,4197,6.62%,0.14%,11.77%,0.14%,1.69%,79.63%
7925,Laux,4176,94.06%,0.69%,2.35%,0.17%,1.36%,1.36%
7972,Lechner,4149,94.91%,0.29%,0.82%,0.22%,1.30%,2.46%
8023,Lakin,4126,86.50%,5.07%,0.90%,0.27%,1.53%,5.74%
8049,Lafond,4112,84.70%,9.75%,0.51%,0.61%,1.70%,2.72%
8049,Lawyer,4112,80.93%,14.20%,0.61%,0.90%,1.41%,1.95%
8076,Lovely,4104,74.56%,19.25%,1.24%,0.17%,2.46%,2.31%
8097,Laborde,4095,75.85%,11.01%,0.49%,0.17%,1.12%,11.36%
8103,Lydon,4091,96.43%,0.44%,0.42%,0.17%,0.86%,1.69%
8106,Llanos,4089,6.21%,2.08%,3.89%,0.34%,0.51%,86.97%
8144,Lauderdale,4070,66.36%,26.71%,0.74%,0.49%,2.68%,3.02%
8144,Lesher,4070,94.67%,0.22%,0.69%,0.71%,1.33%,2.38%
8159,Loos,4064,95.10%,0.34%,0.96%,0.44%,1.43%,1.72%
8174,Lark,4055,49.96%,41.80%,1.41%,0.22%,2.64%,3.97%
8196,Lowther,4049,89.70%,5.48%,0.44%,0.79%,1.33%,2.25%
8201,Lobato,4047,18.38%,0.42%,0.32%,0.64%,0.69%,79.54%
8209,Lamp,4042,94.36%,1.16%,0.67%,0.47%,1.88%,1.46%
8217,Lucia,4038,90.52%,0.45%,0.92%,0.67%,1.02%,6.44%
8231,Larrabee,4028,94.84%,0.17%,0.30%,0.99%,1.19%,2.51%
8234,Latorre,4026,41.98%,(S),5.46%,(S),0.82%,50.92%
8235,Lakey,4025,86.34%,7.13%,0.84%,1.02%,2.76%,1.91%
8266,Leitner,4010,94.54%,1.12%,0.67%,0.15%,1.42%,2.09%
8281,Livesay,4002,94.70%,0.72%,0.37%,0.52%,1.60%,2.07%
8288,Lal,3997,4.68%,1.78%,81.24%,0.58%,9.53%,2.20%
8299,Lovelady,3992,81.81%,13.50%,0.33%,0.93%,1.45%,1.98%
8333,Largent,3974,89.53%,4.53%,0.33%,1.18%,2.04%,2.39%
8401,Lavery,3938,94.44%,0.86%,(S),(S),1.30%,2.56%
8408,Lukas,3930,92.52%,1.02%,2.32%,0.23%,1.07%,2.85%
8425,Lair,3923,85.47%,9.00%,0.43%,0.54%,2.35%,2.22%
8427,Lillard,3922,70.75%,21.77%,0.46%,1.40%,2.91%,2.70%
8439,Lema,3913,28.11%,6.54%,1.66%,0.79%,1.05%,61.85%
8446,Linderman,3911,93.68%,0.77%,0.66%,0.84%,1.51%,2.53%
8458,Lepe,3904,2.51%,(S),(S),0.13%,0.20%,96.98%
8473,Lease,3896,94.43%,0.39%,1.26%,0.64%,1.36%,1.93%
8479,LeBrun,3890,75.96%,17.48%,0.59%,0.33%,1.49%,4.14%
8517,LePage,3865,94.10%,0.44%,0.60%,0.26%,1.97%,2.64%
8534,Ludlow,3856,88.07%,2.20%,0.70%,5.16%,1.43%,2.44%
8536,Louden,3855,78.16%,17.22%,0.75%,0.39%,1.66%,1.82%
8551,Lotz,3852,96.08%,0.23%,0.44%,0.31%,1.01%,1.92%
8558,LaFave,3849,92.73%,0.36%,0.52%,2.31%,2.08%,2.00%
8578,Lezama,3840,2.60%,7.40%,(S),(S),0.63%,88.96%
8587,Leyba,3836,13.87%,1.07%,2.82%,1.59%,0.34%,80.32%
8602,Liggins,3827,6.90%,84.92%,0.37%,0.39%,4.10%,3.32%
8608,LaCour,3822,57.12%,32.18%,0.97%,1.15%,3.35%,5.23%
8623,List,3814,95.25%,0.81%,0.50%,0.34%,0.84%,2.25%
8646,LaSalle,3803,65.97%,10.36%,1.39%,0.53%,1.71%,20.04%
8659,Leeds,3795,93.18%,0.95%,0.69%,1.26%,1.32%,2.61%
8700,Lares,3773,12.85%,2.33%,0.50%,0.24%,0.45%,83.62%
8706,Lansing,3770,87.35%,0.64%,1.99%,6.68%,1.19%,2.15%
8714,Lockridge,3765,57.98%,36.79%,0.37%,0.24%,2.58%,2.05%
8720,Lainez,3762,3.85%,0.93%,1.33%,(S),(S),93.62%
8747,Licata,3750,94.40%,(S),0.51%,(S),0.80%,4.11%
8749,Lemmons,3749,84.98%,10.03%,0.51%,0.51%,1.97%,2.00%
8784,Lorenzen,3733,95.29%,0.27%,0.62%,0.32%,1.04%,2.46%
8802,Loring,3720,83.76%,7.42%,0.62%,3.92%,1.75%,2.53%
8805,Lambrecht,3719,94.92%,0.43%,0.73%,0.32%,1.48%,2.12%
8817,Lonergan,3713,94.83%,0.54%,0.57%,0.16%,1.27%,2.64%
8822,Leftwich,3712,65.92%,27.91%,0.43%,0.97%,2.86%,1.91%
8860,Licea,3698,3.65%,0.24%,(S),(S),0.19%,95.70%
8862,Lutes,3695,94.80%,1.24%,0.35%,0.32%,1.00%,2.27%
8875,Laflamme,3689,96.61%,0.14%,0.43%,0.33%,1.08%,1.41%
8885,Lesser,3686,93.27%,1.11%,0.71%,0.35%,1.19%,3.36%
8888,Langham,3684,78.47%,16.10%,0.73%,0.52%,1.68%,2.50%
8888,Lefler,3684,95.06%,0.30%,0.49%,0.38%,1.25%,2.52%
8891,Lambeth,3682,92.56%,3.04%,0.57%,1.06%,1.55%,1.22%
8911,Lerch,3674,95.21%,0.82%,0.84%,0.27%,1.14%,1.71%
8928,Lahr,3666,94.46%,0.60%,0.63%,1.23%,1.34%,1.75%
8954,LaValley,3656,94.09%,0.88%,0.44%,0.77%,1.37%,2.46%
8964,LaFontaine,3652,77.82%,1.62%,0.47%,4.74%,2.03%,13.34%
8977,Loo,3645,8.53%,0.60%,68.09%,0.00%,11.19%,11.58%
8986,Lough,3641,94.56%,0.58%,0.85%,0.36%,1.51%,2.14%
8990,LaFountain,3639,87.41%,0.91%,0.52%,6.54%,2.20%,2.42%
8990,Lindell,3639,94.39%,1.81%,0.63%,0.36%,0.85%,1.95%
9020,Lino,3625,29.88%,8.88%,6.84%,0.41%,2.23%,51.75%
9023,Loney,3624,76.71%,16.92%,1.24%,0.83%,1.82%,2.48%
9023,Lua,3624,3.50%,(S),5.19%,(S),1.21%,89.51%
9038,Lipinski,3615,96.10%,0.19%,0.47%,0.30%,1.00%,1.94%
9045,Lieu,3612,1.52%,0.42%,95.10%,0.00%,1.83%,1.14%
9050,Linehan,3610,95.10%,0.55%,0.83%,0.30%,1.80%,1.41%
9061,Luedtke,3607,95.92%,(S),0.47%,(S),1.14%,1.97%
9066,Lindo,3605,19.14%,48.43%,5.55%,0.19%,4.27%,22.41%
9081,Lindahl,3599,95.39%,0.28%,0.33%,0.67%,1.42%,1.92%
9097,Lennox,3591,85.96%,8.02%,0.64%,0.36%,2.01%,3.01%
9123,Lueck,3579,96.40%,0.34%,0.50%,0.22%,0.78%,1.76%
9134,Lathan,3575,38.41%,53.73%,1.59%,0.64%,3.58%,2.04%
9175,Lowrance,3557,87.69%,6.13%,0.42%,0.96%,2.14%,2.67%
9177,Lasky,3554,93.70%,0.65%,1.01%,0.45%,1.52%,2.67%
9184,Liberty,3552,89.02%,4.67%,0.65%,1.60%,1.89%,2.17%
9211,Lamontagne,3539,92.31%,3.42%,0.68%,0.31%,1.02%,2.26%
9212,Lesko,3537,96.58%,0.28%,(S),(S),0.79%,2.04%
9222,Lenoir,3534,35.43%,54.90%,0.28%,3.82%,3.37%,2.21%
9227,Lavergne,3529,71.04%,21.73%,0.45%,0.45%,1.56%,4.76%
9234,Laurie,3526,87.78%,6.13%,1.05%,0.71%,1.45%,2.89%
9251,Legaspi,3520,4.89%,(S),70.11%,(S),3.81%,21.14%
9279,Loyola,3508,6.81%,(S),17.05%,(S),1.23%,74.69%
9281,Lemire,3507,94.72%,0.40%,0.71%,0.51%,1.71%,1.94%
9289,LeBoeuf,3504,93.64%,1.71%,0.43%,0.80%,1.60%,1.83%
9330,Leonhardt,3491,95.53%,0.26%,0.95%,0.52%,0.89%,1.86%
9330,Lingenfelter,3491,96.36%,0.23%,0.46%,0.43%,0.97%,1.55%
9334,Lindholm,3489,94.90%,0.32%,0.89%,0.26%,1.18%,2.46%
9344,Lampert,3484,94.80%,0.46%,0.92%,0.49%,1.75%,1.58%
9368,Lines,3472,91.42%,1.15%,1.30%,0.32%,1.35%,4.46%
9368,Liss,3472,94.93%,0.49%,0.84%,0.17%,0.72%,2.85%
9407,Laine,3456,82.06%,11.49%,0.55%,0.35%,1.22%,4.34%
9412,Lenard,3455,68.25%,25.35%,0.23%,1.13%,2.11%,2.92%
9483,Lundin,3431,93.12%,0.67%,0.61%,0.38%,1.40%,3.82%
9535,Lamothe,3409,68.85%,25.43%,0.47%,0.18%,1.64%,3.43%
9557,Lampley,3402,47.88%,48.12%,0.26%,0.47%,2.00%,1.26%
9563,Leader,3399,85.85%,6.15%,1.09%,1.68%,2.21%,3.03%
9598,Lundeen,3385,96.01%,0.30%,0.71%,0.24%,1.60%,1.15%
9628,Leath,3372,64.44%,30.49%,0.59%,0.50%,2.02%,1.96%
9658,Lamoureux,3361,95.89%,(S),0.48%,(S),0.89%,2.38%
9672,Losey,3355,92.55%,1.40%,0.72%,0.86%,1.79%,2.68%
9722,Laurence,3336,79.59%,11.57%,1.83%,1.08%,2.43%,3.51%
9741,LeFever,3327,93.96%,0.78%,0.99%,0.51%,1.14%,2.61%
9754,Latour,3323,83.39%,6.41%,0.69%,1.72%,1.87%,5.93%
9786,Loughlin,3309,94.41%,(S),1.18%,(S),1.15%,2.81%
9790,Lacasse,3307,95.65%,0.18%,0.36%,0.33%,1.09%,2.39%
9813,Longmire,3299,56.84%,37.44%,0.64%,0.39%,2.27%,2.42%
9873,Lineberry,3276,95.27%,1.47%,0.34%,0.31%,1.22%,1.40%
9890,LaBarge,3270,90.52%,0.43%,0.31%,4.83%,1.65%,2.26%
9910,Lan,3262,14.56%,(S),77.25%,(S),2.36%,3.59%
9924,Lagos,3254,18.56%,0.74%,1.54%,0.18%,0.95%,78.03%
9932,Lavine,3248,77.03%,15.64%,0.92%,0.43%,2.62%,3.36%
9932,Lore,3248,85.96%,7.82%,1.51%,0.40%,1.48%,2.83%
9976,Leitch,3234,90.11%,4.82%,0.74%,0.49%,1.67%,2.16%
9983,Line,3231,91.95%,2.10%,1.92%,0.68%,1.80%,1.55%
9991,Leek,3228,85.25%,9.76%,1.43%,0.34%,1.58%,1.64%
9998,Littles,3224,19.54%,73.42%,0.28%,0.43%,3.16%,3.16%
10044,Lieb,3207,91.92%,0.31%,0.65%,3.55%,1.25%,2.31%
10059,Longley,3204,88.80%,5.15%,0.50%,1.22%,1.94%,2.40%
10075,Lewellen,3199,92.19%,2.38%,0.53%,0.69%,2.00%,2.22%
10107,LoPresti,3187,95.45%,0.28%,0.38%,0.00%,0.94%,2.95%
10122,Ludwick,3184,94.25%,0.79%,1.04%,0.60%,1.82%,1.51%
10174,LaBrie,3171,90.85%,4.16%,0.57%,0.32%,1.04%,3.06%
10174,Laguerre,3171,8.17%,81.24%,(S),(S),2.37%,7.66%
10232,Lukens,3151,94.60%,0.32%,0.86%,0.57%,0.86%,2.79%
10234,Livermore,3149,89.62%,3.75%,0.41%,0.86%,2.19%,3.18%
10250,Lajoie,3145,93.16%,2.61%,0.22%,0.67%,1.49%,1.84%
10268,Liriano,3139,2.84%,0.89%,(S),0.00%,(S),96.08%
10274,Lefkowitz,3138,96.69%,(S),0.45%,(S),0.70%,1.75%
10287,Lehner,3133,95.24%,0.26%,0.61%,0.38%,0.64%,2.87%
10292,Laub,3131,92.14%,0.93%,1.47%,0.48%,1.79%,3.19%
10316,Leite,3123,83.48%,4.93%,1.63%,0.22%,2.31%,7.43%
10326,Laliberté,3120,96.25%,0.32%,0.26%,0.29%,1.63%,1.25%
10326,LeCompte,3120,84.94%,5.35%,0.87%,3.78%,2.08%,2.98%
10339,Leroux,3115,87.06%,0.80%,1.09%,0.58%,1.77%,8.70%
10358,Leaf,3111,86.08%,2.80%,1.54%,4.47%,2.73%,2.38%
10358,Lipsey,3111,54.97%,39.38%,0.16%,0.23%,2.93%,2.35%
10369,Lofgren,3109,93.79%,0.61%,1.00%,0.74%,1.61%,2.25%
10387,Linkous,3102,96.32%,0.48%,0.29%,0.29%,1.45%,1.16%
10405,Lipp,3096,94.09%,0.39%,0.61%,0.36%,1.55%,3.00%
10405,Lucy,3096,78.88%,15.83%,1.26%,0.45%,1.29%,2.29%
10491,Loeb,3059,92.48%,2.68%,0.62%,0.20%,1.44%,2.58%
10572,LaRocque,3032,84.30%,2.77%,0.59%,7.39%,2.37%,2.57%
10589,Lippincott,3026,94.15%,0.36%,0.73%,0.66%,1.52%,2.58%
10593,Lunt,3025,94.15%,(S),1.12%,(S),1.36%,2.78%
10607,Lenox,3019,82.97%,11.06%,0.89%,0.40%,2.12%,2.55%
10626,Leclerc,3014,90.11%,2.82%,(S),(S),0.96%,5.64%
10657,Lizotte,3002,93.37%,0.37%,0.50%,1.70%,1.60%,2.47%
10678,Lian,2995,15.09%,(S),80.37%,(S),1.74%,2.30%
10683,Liddle,2992,94.15%,2.14%,(S),(S),1.54%,1.44%
10692,Lunde,2989,93.41%,1.34%,0.94%,0.50%,1.81%,2.01%
10701,Lamkin,2987,87.71%,8.27%,0.44%,0.40%,1.57%,1.61%
10729,Lumley,2976,90.86%,3.23%,0.60%,0.60%,2.18%,2.52%
10743,Leedy,2971,95.42%,0.71%,0.50%,0.44%,1.21%,1.72%
10751,Lipps,2968,93.36%,1.72%,0.57%,0.27%,1.48%,2.59%
10777,Lizama,2960,5.64%,(S),11.72%,(S),3.72%,77.50%
10782,Lama,2958,24.92%,1.05%,56.69%,0.17%,2.06%,15.11%
10782,Leverette,2958,37.90%,57.74%,0.17%,0.27%,2.03%,1.89%
10800,Leister,2952,95.60%,0.95%,0.75%,0.37%,1.05%,1.29%
10815,Lou,2945,11.95%,(S),79.66%,(S),2.92%,3.50%
10829,Luera,2941,7.79%,(S),0.27%,0.20%,(S),91.43%
10844,Loughran,2937,94.82%,(S),0.85%,(S),1.63%,2.01%
10866,LaFollette,2932,94.75%,0.38%,0.31%,0.72%,1.13%,2.73%
10866,LaManna,2932,93.59%,(S),0.95%,(S),1.13%,3.72%
10871,Lemaire,2931,89.87%,4.54%,0.55%,0.44%,1.91%,2.70%
10889,Linker,2927,93.82%,0.51%,1.09%,0.72%,1.98%,1.88%
10891,Lesley,2925,78.53%,14.80%,0.62%,1.13%,2.36%,2.56%
10935,Lazcano,2911,4.57%,0.27%,(S),0.00%,(S),94.95%
10954,Lamberth,2905,85.06%,6.51%,1.17%,0.21%,1.45%,5.61%
10979,Lucier,2897,91.99%,2.59%,0.48%,0.79%,2.31%,1.83%
10987,Locker,2894,89.18%,6.08%,0.66%,0.52%,1.42%,2.14%
11010,Lindsley,2889,92.07%,3.39%,0.73%,0.62%,1.77%,1.42%
11021,LaPoint,2886,88.53%,3.95%,0.80%,1.70%,1.94%,3.08%
11021,Lingo,2886,83.99%,8.66%,1.70%,1.39%,1.91%,2.36%
11026,LeFlore,2884,12.86%,74.55%,0.35%,6.10%,3.81%,2.32%
11044,Lamson,2879,87.84%,1.74%,4.97%,1.53%,1.67%,2.26%
11044,Laverty,2879,94.86%,(S),0.73%,(S),1.67%,2.43%
11076,Lesperance,2868,77.62%,10.77%,0.70%,1.26%,1.15%,8.51%
11079,Leber,2865,93.79%,0.66%,0.87%,0.45%,1.99%,2.23%
11095,Loewen,2861,93.53%,(S),0.84%,(S),1.01%,4.47%
11099,Lasater,2860,92.13%,0.59%,0.49%,0.98%,1.68%,4.13%
11111,Leis,2855,92.43%,0.98%,1.16%,0.35%,1.16%,3.92%
11114,Loaiza,2854,4.70%,(S),0.39%,(S),0.28%,94.39%
11146,Labrecque,2841,94.72%,0.39%,0.84%,0.25%,1.48%,2.32%
11152,Lakes,2840,63.45%,32.75%,0.28%,0.21%,2.11%,1.20%
11153,Litz,2839,95.42%,0.39%,0.60%,0.53%,0.60%,2.47%
11170,LeMasters,2832,95.23%,0.21%,0.25%,0.78%,1.87%,1.66%
11179,Lucey,2829,92.54%,1.34%,0.85%,0.42%,1.70%,3.15%
11189,Linde,2826,94.09%,0.81%,0.92%,0.35%,0.85%,2.97%
11193,Langevin,2825,94.05%,0.32%,0.99%,0.53%,1.91%,2.19%
11197,Lagasse,2823,95.68%,0.46%,0.39%,0.25%,1.49%,1.74%
11257,LaChapelle,2808,84.29%,5.63%,0.82%,1.42%,3.13%,4.70%
11279,Lockman,2801,86.54%,7.85%,0.57%,1.36%,1.64%,2.03%
11308,Leddy,2793,92.70%,0.64%,1.22%,0.25%,1.86%,3.33%
11355,LeClaire,2778,87.33%,0.50%,0.90%,6.01%,2.12%,3.13%
11362,Lauria,2777,91.25%,1.15%,1.62%,(S),(S),5.29%
11415,LaMere,2760,76.92%,1.38%,0.51%,13.66%,3.55%,3.99%
11430,Licon,2756,9.62%,0.62%,0.36%,0.40%,0.36%,88.64%
11436,Lago,2754,42.70%,2.43%,3.96%,(S),(S),49.96%
11484,Lantigua,2740,3.61%,1.06%,(S),0.18%,(S),94.89%
11524,Ladson,2729,17.63%,76.58%,0.66%,0.26%,2.86%,2.02%
11534,Loehr,2727,95.93%,0.22%,0.62%,0.22%,1.25%,1.76%
11540,Lundstrom,2725,95.60%,(S),(S),0.40%,1.06%,2.50%
11560,Lupton,2719,92.09%,1.62%,1.32%,0.59%,1.62%,2.76%
11589,Lederer,2710,93.47%,0.63%,0.96%,0.33%,1.59%,3.03%
11620,Laufer,2700,95.07%,0.22%,0.44%,0.41%,1.00%,2.85%
11644,Lamberson,2692,87.70%,4.27%,0.97%,1.71%,1.93%,3.42%
11672,Lozier,2686,90.02%,3.72%,0.56%,2.23%,1.56%,1.90%
11672,Luongo,2686,94.49%,(S),0.56%,(S),0.71%,3.76%
11697,Liska,2679,92.57%,0.37%,1.72%,0.34%,1.61%,3.40%
11709,Lentini,2677,94.43%,0.41%,0.78%,0.22%,1.12%,3.03%
11709,Longenecker,2677,96.19%,0.26%,0.71%,0.26%,0.97%,1.61%
11728,Liner,2672,82.00%,10.22%,0.34%,2.84%,1.50%,3.11%
11753,Licht,2665,94.60%,(S),0.68%,(S),1.43%,2.51%
11767,Lawhon,2662,92.79%,1.62%,0.38%,0.53%,1.20%,3.49%
11767,Lorentz,2662,91.06%,0.34%,0.75%,1.88%,2.03%,3.94%
11778,Lack,2661,91.02%,1.47%,1.01%,0.71%,1.65%,4.13%
11793,Leavell,2656,59.75%,33.89%,(S),(S),3.61%,1.96%
11801,Leeman,2653,94.31%,0.60%,0.72%,0.45%,1.43%,2.49%
11815,Lain,2649,81.92%,8.53%,3.51%,0.79%,2.83%,2.42%
11821,Lenahan,2647,94.79%,0.34%,0.53%,0.19%,1.44%,2.72%
11856,LeBaron,2641,84.66%,0.42%,0.64%,0.23%,1.55%,12.50%
11863,Lollis,2640,71.82%,23.79%,(S),(S),1.74%,1.63%
11877,Luc,2636,13.73%,17.79%,62.82%,(S),(S),3.72%
11886,Lesniak,2634,96.43%,(S),0.38%,(S),0.87%,1.90%
11914,Lederman,2628,95.02%,0.27%,0.53%,0.19%,0.99%,3.01%
11946,Lavalle,2617,76.65%,1.91%,0.65%,0.96%,1.80%,18.04%
11946,Layfield,2617,89.91%,6.19%,0.31%,0.38%,1.18%,2.03%
11952,Loveday,2616,94.04%,2.29%,(S),(S),1.26%,1.61%
11977,Lile,2608,87.73%,4.45%,1.15%,1.19%,2.22%,3.26%
11984,LaClair,2606,91.63%,0.42%,0.58%,3.91%,1.46%,2.00%
11988,Latimore,2605,11.17%,83.42%,0.19%,0.35%,3.26%,1.61%
11998,Liberatore,2603,95.39%,(S),0.35%,(S),1.34%,2.57%
12009,LoCascio,2600,95.65%,0.42%,0.35%,0.19%,1.12%,2.27%
12017,Leibowitz,2598,95.61%,0.27%,0.65%,0.00%,1.04%,2.42%
12025,Lanigan,2596,89.25%,3.70%,2.20%,(S),(S),3.78%
12031,Lamoreaux,2595,94.49%,0.50%,0.27%,1.19%,2.12%,1.43%
12035,Lafayette,2593,54.84%,36.37%,0.85%,0.31%,2.93%,4.70%
12083,Larimer,2579,94.80%,0.70%,1.47%,0.27%,1.40%,1.36%
12089,Larivière,2578,94.26%,0.93%,0.50%,0.35%,1.47%,2.48%
12089,Lucky,2578,43.60%,43.60%,6.21%,0.78%,2.91%,2.91%
12095,Leto,2577,88.94%,(S),1.09%,(S),1.40%,7.41%
12099,LaRock,2576,88.59%,1.98%,2.29%,3.88%,1.94%,1.32%
12101,Lazenby,2575,79.26%,16.78%,0.23%,0.39%,1.24%,2.10%
12108,Lagrange,2574,85.12%,5.87%,0.54%,0.31%,1.98%,6.18%
12108,Lauber,2574,94.87%,0.39%,0.58%,0.19%,1.44%,2.53%
12115,LaBarbera,2573,92.89%,(S),0.58%,(S),1.05%,4.94%
12115,Lieber,2573,96.35%,0.47%,(S),(S),0.58%,2.06%
12156,Lumsden,2563,81.70%,11.98%,0.74%,0.35%,2.26%,2.97%
12164,Lustig,2562,95.63%,(S),0.59%,(S),0.82%,2.77%
12170,Lollar,2561,84.19%,10.50%,0.47%,0.62%,1.60%,2.62%
12182,LaRochelle,2558,89.21%,5.47%,0.66%,0.43%,2.03%,2.19%
12192,Laskey,2555,88.65%,6.89%,0.35%,0.59%,1.45%,2.07%
12218,Luft,2548,94.62%,0.31%,0.86%,0.20%,1.57%,2.43%
12221,Lazzaro,2547,92.15%,(S),0.90%,(S),1.33%,5.10%
12231,LaDuke,2544,93.04%,0.35%,0.59%,3.07%,1.97%,0.98%
12250,Livingstone,2539,77.55%,15.32%,(S),(S),1.85%,3.51%
12255,Levenson,2538,93.26%,1.89%,1.38%,0.28%,1.42%,1.77%
12264,Lounsbury,2536,94.56%,0.51%,0.28%,0.63%,1.66%,2.37%
