Rank,Name,Count,White,Black,API,AIAN,2+ Races,Hispanic
17392,Ngai,1623,1.60%,(S),94.58%,(S),2.53%,1.05%
17668,Newcombe,1589,87.22%,6.10%,0.57%,0.88%,2.45%,2.77%
17682,Najjar,1587,87.08%,(S),1.64%,(S),4.85%,5.23%
17764,Neilsen,1577,92.64%,0.57%,1.14%,0.76%,2.35%,2.54%
17775,Neugebauer,1576,95.37%,0.63%,(S),(S),1.52%,1.97%
17784,Negri,1575,89.59%,1.52%,(S),(S),1.14%,6.92%
17798,Nordby,1573,95.49%,0.64%,(S),(S),1.27%,2.10%
17823,Necaise,1570,97.90%,(S),0.38%,(S),0.45%,0.83%
17942,Navarette,1558,13.16%,(S),2.25%,(S),0.71%,83.25%
18144,Nehls,1534,96.02%,(S),0.91%,(S),0.91%,1.37%
18218,Norville,1527,68.24%,26.39%,(S),(S),1.96%,2.75%
18242,Nuckolls,1524,91.27%,2.69%,(S),(S),2.10%,2.23%
18278,Neuberger,1519,96.18%,(S),0.66%,(S),1.32%,1.51%
18306,Niblett,1515,77.82%,15.91%,0.59%,0.40%,2.57%,2.71%
18317,Nadel,1513,90.61%,0.99%,1.26%,0.33%,0.93%,5.88%
18317,Naidu,1513,4.16%,2.78%,81.43%,1.12%,9.12%,1.39%
18326,Noggle,1512,96.10%,0.33%,0.79%,0.46%,1.06%,1.26%
18366,Notaro,1508,94.89%,(S),(S),0.53%,0.46%,3.65%
18385,Nordman,1506,94.95%,(S),0.40%,(S),1.13%,3.12%
18423,Newburn,1503,74.72%,19.69%,0.40%,1.06%,2.86%,1.26%
18423,Nold,1503,94.68%,1.53%,1.13%,(S),(S),1.73%
18486,Newhall,1495,92.37%,(S),(S),1.94%,1.34%,3.08%
18507,Nolley,1492,53.75%,42.09%,(S),(S),1.61%,1.88%
18529,Nissley,1489,97.38%,(S),0.74%,(S),0.47%,0.81%
18640,Nees,1476,93.43%,0.75%,0.81%,1.49%,1.36%,2.17%
18648,Nuzum,1475,94.51%,1.08%,0.61%,0.54%,1.69%,1.56%
18734,Nakayama,1465,5.73%,0.00%,82.46%,0.00%,9.49%,2.32%
18766,Nagata,1461,14.51%,(S),71.18%,(S),9.17%,4.45%
18831,Nett,1454,94.70%,1.10%,(S),(S),1.38%,2.13%
18835,Nomura,1453,7.36%,(S),78.18%,(S),11.42%,2.82%
18888,Nolting,1446,95.99%,0.76%,(S),(S),1.38%,1.31%
18939,Newhart,1441,95.35%,(S),0.49%,(S),1.39%,2.22%
18961,Naccarato,1439,95.62%,(S),0.49%,(S),0.90%,2.78%
18961,Nitta,1439,36.69%,(S),47.67%,(S),11.19%,3.89%
18961,Nourse,1439,91.31%,3.20%,0.76%,0.49%,1.32%,2.92%
19087,Newswanger,1426,99.65%,0.00%,0.00%,0.00%,(S),(S)
19498,Niccum,1385,93.57%,0.36%,0.51%,0.51%,1.88%,3.18%
19551,Nemitz,1381,96.31%,(S),0.65%,(S),1.01%,1.81%
19551,Nepomuceno,1381,4.63%,(S),54.96%,(S),4.13%,35.99%
19590,Noda,1377,11.26%,(S),42.63%,(S),4.36%,40.74%
19628,Niesen,1374,95.63%,(S),(S),0.51%,1.16%,2.04%
19628,Nosal,1374,82.68%,(S),2.69%,(S),1.67%,12.15%
19646,Niu,1372,3.50%,(S),91.25%,(S),3.86%,0.95%
19671,Nobile,1370,93.94%,(S),0.58%,(S),0.80%,4.31%
19716,Nuccio,1366,94.44%,(S),0.44%,(S),0.95%,3.95%
19716,Nwosu,1366,1.10%,96.56%,0.51%,0.00%,1.32%,0.51%
19755,Nida,1363,89.80%,3.82%,2.27%,0.59%,1.10%,2.42%
19774,Nickols,1361,82.88%,11.54%,(S),(S),1.25%,3.75%
19774,Niswonger,1361,95.08%,0.37%,0.44%,0.66%,1.54%,1.91%
19885,Novy,1351,94.30%,1.63%,0.59%,0.44%,1.70%,1.33%
19907,No,1349,14.68%,2.00%,78.80%,(S),(S),3.11%
20010,Nagi,1338,66.82%,(S),17.94%,(S),9.12%,3.21%
20029,Neidig,1336,94.24%,(S),1.35%,(S),1.27%,2.69%
20047,Niven,1334,95.95%,(S),1.27%,(S),1.35%,1.27%
20076,Najarro,1331,3.76%,(S),2.85%,(S),(S),92.64%
20088,Nedd,1330,8.27%,85.49%,(S),(S),3.01%,2.33%
20216,Nygard,1318,92.72%,(S),0.68%,(S),2.35%,3.49%
20285,Nordberg,1311,96.19%,(S),(S),0.46%,1.07%,1.83%
20336,Nebeker,1307,93.65%,(S),0.46%,(S),2.75%,2.60%
20364,Naser,1305,81.76%,1.92%,8.28%,0.00%,3.45%,4.60%
20458,Neagle,1298,92.22%,1.69%,0.46%,2.39%,1.23%,2.00%
20512,Nitschke,1293,96.91%,(S),0.54%,(S),1.31%,1.01%
20591,Noss,1287,93.94%,1.32%,(S),(S),1.17%,3.03%
20617,Nethery,1285,94.09%,0.86%,(S),(S),1.40%,3.42%
20636,Nasr,1283,85.66%,3.82%,1.56%,0.00%,5.69%,3.27%
20792,Nyland,1270,95.43%,0.00%,1.02%,0.55%,0.79%,2.20%
20829,Nishimoto,1267,6.63%,(S),74.43%,(S),15.39%,3.47%
20843,Neth,1266,74.72%,0.47%,20.54%,0.87%,1.97%,1.42%
20843,Neumeyer,1266,94.63%,0.47%,1.26%,0.39%,1.74%,1.50%
20910,Nastasi,1260,93.10%,(S),0.56%,(S),2.06%,3.65%
20910,Neve,1260,91.98%,(S),1.43%,(S),1.03%,4.76%
20971,Narron,1255,91.47%,2.07%,0.48%,0.56%,1.27%,4.14%
20985,Netter,1254,52.79%,41.47%,(S),(S),2.47%,2.63%
20985,Norred,1254,94.50%,(S),(S),1.04%,1.12%,2.95%
21009,Nevers,1252,74.04%,18.69%,0.64%,1.20%,2.32%,3.12%
21119,Netto,1243,68.95%,2.82%,5.47%,(S),(S),20.68%
21184,Narine,1239,9.20%,29.22%,44.71%,4.04%,9.44%,3.39%
21204,Nadeem,1238,4.85%,1.70%,88.61%,(S),3.55%,(S)
21251,Nimmons,1234,37.44%,55.43%,(S),(S),2.67%,3.48%
21272,Nassif,1232,93.34%,(S),(S),(S),1.87%,4.30%
21288,Nelligan,1231,95.61%,(S),(S),0.57%,1.22%,1.87%
21288,Nephew,1231,73.92%,8.53%,0.73%,12.27%,3.01%,1.54%
21348,Nazzaro,1227,94.78%,(S),0.57%,(S),1.55%,2.69%
21393,Nemecek,1223,93.70%,0.41%,0.41%,0.74%,1.80%,2.94%
21393,Nguy,1223,0.98%,(S),96.81%,(S),1.47%,0.57%
21413,Noa,1221,17.20%,1.39%,19.90%,0.00%,6.72%,54.79%
21483,Naegele,1216,91.61%,(S),1.07%,(S),0.99%,6.00%
21483,Negrín,1216,38.08%,1.32%,0.49%,0.00%,0.74%,59.38%
21483,Northam,1216,90.63%,5.10%,(S),(S),1.32%,1.81%
21535,Nhan,1212,0.99%,(S),95.79%,(S),1.16%,1.82%
21553,Nadal,1211,19.08%,4.62%,11.97%,0.41%,1.40%,62.51%
21599,Nawaz,1208,5.63%,(S),87.91%,(S),4.55%,1.41%
21633,Nakai,1205,4.90%,0.50%,35.85%,48.80%,5.98%,3.98%
21648,Nungaray,1204,2.74%,(S),0.00%,(S),(S),97.01%
21660,Nghiem,1203,0.75%,(S),96.92%,(S),1.25%,1.00%
21686,Niedzwiecki,1201,97.67%,(S),(S),0.00%,0.50%,1.58%
21717,Nodine,1198,93.74%,(S),(S),1.84%,1.34%,2.59%
21878,Nahar,1187,6.15%,(S),88.12%,(S),1.77%,2.11%
21878,Ned,1187,8.34%,69.67%,6.40%,9.44%,4.38%,1.77%
21895,Navin,1186,89.63%,(S),4.55%,(S),1.69%,3.79%
21895,Nisley,1186,96.54%,(S),(S),(S),0.93%,1.77%
21926,Neaves,1184,65.71%,3.72%,0.42%,0.00%,0.51%,29.65%
21940,Nicasio,1183,3.63%,0.68%,8.62%,(S),(S),86.81%
22026,Nieblas,1177,9.35%,(S),(S),2.21%,0.93%,87.43%
22081,Nordyke,1173,95.57%,0.00%,0.43%,0.77%,1.71%,1.53%
22201,Norgaard,1162,94.75%,(S),1.03%,(S),2.41%,1.55%
22260,Naeem,1158,9.59%,3.89%,80.92%,0.60%,4.40%,0.60%
22319,Neis,1155,92.55%,0.43%,2.94%,0.78%,2.42%,0.87%
22334,Najarian,1154,93.67%,(S),0.95%,(S),3.03%,2.25%
22346,Niebuhr,1153,96.96%,0.00%,0.43%,0.00%,0.95%,1.65%
22516,Nakasone,1142,3.15%,(S),78.20%,(S),12.00%,6.48%
22516,Nora,1142,31.70%,31.44%,8.23%,(S),(S),26.97%
22573,Niemeier,1138,97.10%,(S),0.53%,(S),0.62%,1.41%
22608,Njoroge,1136,3.70%,92.43%,(S),(S),2.99%,0.62%
22646,Nafziger,1133,96.56%,0.44%,(S),(S),0.88%,1.59%
22646,Nowland,1133,94.09%,0.71%,(S),2.29%,(S),1.94%
22689,Nambo,1130,2.48%,0.71%,(S),(S),0.44%,95.93%
22689,Nishida,1130,6.37%,(S),81.15%,(S),9.91%,2.39%
22721,Neyman,1128,94.68%,(S),(S),0.71%,2.57%,1.42%
22749,Niehoff,1126,96.71%,(S),(S),(S),0.89%,1.60%
23054,Nanda,1109,5.68%,0.81%,86.83%,0.81%,3.88%,1.98%
23065,Neathery,1108,93.68%,(S),1.90%,(S),1.44%,2.08%
23084,Nazari,1107,75.79%,(S),3.16%,(S),16.62%,4.07%
23153,Norling,1102,93.92%,0.64%,1.18%,0.73%,1.63%,1.91%
23283,Naron,1094,86.29%,1.65%,4.57%,0.00%,2.56%,4.94%
23315,Nembhard,1092,3.30%,88.00%,(S),(S),4.12%,4.30%
23315,Novelli,1092,94.41%,(S),(S),(S),1.01%,3.85%
23333,Novo,1091,38.41%,(S),2.29%,(S),1.10%,57.65%
23354,Nevius,1090,87.06%,7.89%,(S),(S),1.74%,2.39%
23397,Nowling,1087,84.08%,11.87%,(S),(S),1.84%,1.10%
23432,Njoku,1085,0.83%,96.59%,(S),(S),1.84%,0.65%
23432,Nuncio,1085,11.15%,(S),1.20%,0.74%,(S),86.64%
23457,Nadolny,1084,97.69%,(S),(S),(S),0.46%,1.29%
23604,Neuner,1075,96.74%,(S),0.56%,(S),1.12%,1.49%
23647,Nerio,1072,4.94%,(S),1.96%,(S),0.00%,92.82%
24031,Nangle,1049,90.56%,6.67%,0.67%,0.00%,0.67%,1.43%
24031,Negley,1049,95.90%,0.48%,0.57%,0.76%,1.43%,0.86%
24090,Netherland,1045,90.43%,7.08%,0.48%,0.00%,0.96%,1.05%
24137,Navar,1042,7.49%,(S),0.58%,0.00%,(S),91.46%
24137,Nikolić,1042,97.22%,(S),(S),0.00%,0.67%,1.73%
24237,Neidlinger,1035,96.04%,(S),(S),(S),1.64%,1.35%
24237,Newmark,1035,94.98%,(S),0.87%,(S),1.06%,2.51%
24260,Navratil,1034,95.94%,(S),0.48%,(S),1.55%,1.74%
24288,Nowack,1033,95.26%,(S),1.65%,(S),1.45%,1.26%
24305,Naas,1032,96.80%,(S),(S),0.48%,0.58%,1.26%
24352,Narain,1029,4.86%,17.49%,63.07%,3.21%,7.09%,4.28%
24554,Necessary,1018,96.95%,0.59%,(S),(S),0.59%,1.18%
24593,Noori,1016,54.23%,0.49%,9.74%,0.00%,34.84%,0.69%
24747,Nine,1007,91.26%,(S),2.09%,1.09%,(S),4.17%
24855,Nylund,1001,95.60%,(S),(S),(S),1.70%,1.80%
